,lat,long,elevation,temp,rain
0,-88.75,-178.75,3069.0,-56.15879440307617,1.0448249578475952
1,-88.75,-176.25,3060.0,-56.15879440307617,0.9206599593162537
2,-88.75,-173.75,3051.0,-56.15879440307617,0.941533625125885
3,-88.75,-171.25,3041.0,-56.15879440307617,0.9328258633613586
4,-88.75,-168.75,3030.0,-56.15879440307617,0.9885912537574768
5,-88.75,-166.25,3021.0,-56.15879440307617,0.9521617889404297
6,-88.75,-163.75,3013.0,-56.15879440307617,0.9113331437110901
7,-88.75,-161.25,3004.0,-56.15879440307617,0.9391713738441467
8,-88.75,-158.75,2996.0,-56.15879440307617,0.9676472544670105
9,-88.75,-156.25,2989.0,-56.15879440307617,0.9708735346794128
10,-88.75,-153.75,2980.0,-56.15879440307617,0.927964448928833
11,-88.75,-151.25,2972.0,-56.15879440307617,0.9174067974090576
12,-88.75,-148.75,2965.0,-56.15879440307617,0.9053478837013245
13,-88.75,-146.25,2957.0,-56.15879440307617,0.8917490839958191
14,-88.75,-143.75,2949.0,-56.15879440307617,0.8772384524345398
15,-88.75,-141.25,2941.0,-56.15879440307617,0.8824613094329834
16,-88.75,-138.75,2931.0,-56.15879440307617,0.949258029460907
17,-88.75,-136.25,2921.0,-56.15879440307617,0.9336555004119873
18,-88.75,-133.75,2911.0,-56.15879440307617,0.940432071685791
19,-88.75,-131.25,2900.0,-56.15879440307617,1.0033080577850342
20,-88.75,-128.75,2890.0,-56.15879440307617,1.040012240409851
21,-88.75,-126.25,2880.0,-56.15879440307617,1.0454543828964233
22,-88.75,-123.75,2871.0,-56.15879440307617,0.9073004126548767
23,-88.75,-121.25,2862.0,-56.15879440307617,0.8922274708747864
24,-88.75,-118.75,2853.0,-56.15879440307617,0.9052180647850037
25,-88.75,-116.25,2843.0,-56.15879440307617,0.8317992091178894
26,-88.75,-113.75,2832.0,-56.15879440307617,0.8484792113304138
27,-88.75,-111.25,2820.0,-56.15879440307617,0.8675338625907898
28,-88.75,-108.75,2809.0,-56.15879440307617,0.8533625602722168
29,-88.75,-106.25,2798.0,-56.15879440307617,0.8161155581474304
30,-88.75,-103.75,2788.0,-56.15879440307617,0.7990807890892029
31,-88.75,-101.25,2777.0,-56.15879440307617,0.7953737378120422
32,-88.75,-98.75,2767.0,-56.15879440307617,0.7725914120674133
33,-88.75,-96.25,2757.0,-56.15879440307617,0.7535499930381775
34,-88.75,-93.75,2747.0,-56.15879440307617,0.6998243927955627
35,-88.75,-91.25,2737.0,-56.15879440307617,0.663472056388855
36,-88.75,-88.75,2727.0,-56.15879440307617,0.6679415702819824
